"","ID","MonthlyIncome"
"130",1000,2124.94714337133
"131",1001,5930.01648966601
"132",1002,5277.88148500643
"133",1003,5542.28861787651
"134",1004,6664.03140536157
"135",1005,2868.44831942742
"136",1006,5922.3786376929
"137",1007,2507.45476245747
"138",1008,5961.26689754901
"139",1009,19550.533810143
"140",1010,5887.45472876752
"141",1011,9126.61315699243
"142",1012,5820.68391215633
"143",1013,6049.87579737756
"144",1014,5381.05061029358
"145",1015,5563.27453217355
"146",1016,2412.62005476028
"147",1017,2417.34045885035
"148",1018,8675.86596677915
"149",1019,9204.06166545435
"150",1020,2206.90881653089
"151",1021,5998.09282430494
"152",1022,5466.34794609702
"153",1023,5628.92447566675
"154",1024,9912.97739217739
"155",1025,16327.7811981756
"156",1026,18830.669634505
"157",1027,5529.16485217595
"158",1028,5709.33271314054
"159",1029,5835.5449128685
"160",1030,9447.73052734899
"161",1031,5782.39322802791
"162",1032,2937.62893893008
"163",1033,12814.6634685625
"164",1034,2562.50682114741
"165",1035,4724.97801719958
"166",1036,2571.26785058581
"167",1037,5527.82494582636
"168",1038,8858.72798938361
"169",1039,12916.010482021
"170",1040,5794.4097019235
"171",1041,1944.62532016289
"172",1042,2670.19951209013
"173",1043,8849.01826569375
"174",1044,6649.14700075211
"175",1045,2371.49934764551
"176",1046,2196.6078953681
"177",1047,6103.39481360894
"178",1048,12876.1559912695
"179",1049,2582.85284882887
"180",1050,5895.42813864565
"181",1051,10002.1392003494
"182",1052,2081.46531268705
"183",1053,6003.11902292725
"184",1054,2762.23259641795
"185",1055,2568.27674195858
"186",1056,2622.31689767724
"187",1057,6183.17720947826
"188",1058,15710.0221368933
"189",1059,6245.53413695234
"190",1060,2985.96010205878
"191",1061,5896.88642855169
"192",1062,6133.65581863012
"193",1063,6350.87919404674
"194",1064,2238.53885176154
"195",1065,5683.48835520791
"196",1066,2486.5461588128
"197",1067,3361.12655751016
"198",1068,19973.0536096761
"199",1069,5365.42545429546
"200",1070,2567.44416085385
"201",1071,2682.44478078088
"202",1072,6223.06913853656
"203",1073,2590.26727887213
"204",1074,6056.61725198446
"205",1075,5734.6757315796
"206",1076,16326.5561323177
"207",1077,19470.1482384733
"208",1078,5184.57693230875
"209",1079,5597.97178938514
"210",1080,5697.87509880813
"211",1081,3114.13572250611
"212",1082,2672.71245623305
"213",1083,2347.26970761561
"214",1084,6271.795208572
"215",1085,8426.67369822023
"216",1086,8625.21331887878
"217",1087,5999.24998678456
"218",1088,2537.94723813005
"219",1089,2743.74096884014
"220",1090,5729.83440276912
"221",1091,5560.05056162945
"222",1092,5827.0015396793
"223",1093,12566.2271052614
"224",1094,5496.27798443359
"225",1095,5388.72190649971
"226",1096,6127.65561244212
"227",1097,3146.39965692978
"228",1098,2419.66797702398
"229",1099,2444.97162493722
"230",1100,6106.35006324618
"231",1101,19353.0049632154
"232",1102,5814.90750742869
"233",1103,6206.76849005432
"234",1104,10072.7636270133
"235",1105,2848.74111377663
"236",1106,2546.04232665534
"237",1107,3035.7927126765
"238",1108,5451.80698800901
"239",1109,5487.56357386646
"240",1110,5677.94328630407
"241",1111,5739.00042600366
"242",1112,12947.5421809252
"243",1113,13479.1691678549
"244",1114,6284.49079463636
"245",1115,9527.30005593172
"246",1116,2827.69691806584
"247",1117,6633.64873953191
"248",1118,5322.24851647213
"249",1119,9427.14319090307
"250",1120,2548.3062537688
"251",1121,9181.99835757753
"252",1122,16472.0768624726
"253",1123,5752.48755640079
"254",1124,16277.437076805
"255",1125,2628.46987218098
"256",1126,1951.77560663448
"257",1127,2574.63015710877
"258",1128,5141.56868713133
"259",1129,15882.2989658903
"260",1130,2537.83731665713
"261",1131,12719.3531033633
"262",1132,16538.4595862676
"263",1133,6148.97873130425
"264",1134,1759.97329279272
"265",1135,2389.36904936621
"266",1136,2444.28942525682
"267",1137,2637.99574194522
"268",1138,5787.61671277804
"269",1139,9089.06929665436
"270",1140,15974.4792006817
"271",1141,5905.39328011946
"272",1142,5987.80080902087
"273",1143,9709.3832470205
"274",1144,5561.29202629608
"275",1145,5677.16641334545
"276",1146,5696.90309270604
"277",1147,5201.45908135577
"278",1148,2186.99372492372
"279",1149,2773.26060369998
"280",1150,6440.42624418494
"281",1151,2368.6840761454
"282",1152,5697.85246695265
"283",1153,5862.18032753964
"284",1154,2424.84905373401
"285",1155,6190.63884130761
"286",1156,12268.5187295927
"287",1157,2479.52192564866
"288",1158,5703.84334367553
"289",1159,2670.26061953072
"290",1160,5881.86452312183
"291",1161,2795.40898093436
"292",1162,8955.87268533075
"293",1163,2408.32070165317
"294",1164,9120.03445687405
"295",1165,2443.61936937214
"296",1166,1783.88148666375
"297",1167,9322.18911383516
"298",1168,5724.65580163571
"299",1169,2617.96307675153
"300",1170,2505.71845397247
